timestamp,machine_id,temperature_c,pressure_bar,vibration_mm_s,energy_kwh
2026-08-01 00:00:00,M-103,74.60561214189669,5.424497437645696,1.5790649722798027,36.00379498109532
2026-08-01 00:10:00,M-104,75.22607792975029,5.046033106992743,1.6534952001339014,44.73201212720056
2026-08-01 00:20:00,M-101,74.77802233001724,5.287784616440171,1.7112159450190665,45.4535082927309
2026-08-01 00:30:00,M-103,72.44790340627624,5.441865417072893,2.0162614456039663,42.60916624937773
2026-08-01 00:40:00,M-103,71.01330789846337,4.939693122005651,2.027260004443236,45.5580360196616
2026-08-01 00:50:00,M-104,71.24363358173244,5.165127565048156,2.5404324322334157,55.22793204252387
2026-08-01 01:00:00,M-101,71.0254585982366,5.17370644645113,2.134769308778242,43.002329614883124
2026-08-01 01:10:00,M-101,77.66885048433532,5.571881492798736,1.0523520072147623,51.815986156573786
2026-08-01 01:20:00,M-103,74.96778361140431,4.7202855227675435,2.0919246957550914,41.240452522748896
2026-08-01 01:30:00,M-102,57.2980568266786,5.176806006126557,1.4924942753413637,46.673502965255096
2026-08-01 01:40:00,M-103,75.27950388264881,6.060402461073714,1.6619101763859623,50.26687486429215
2026-08-01 01:50:00,M-103,72.97368097359387,5.723827068663672,1.7157406848957846,41.02430108367008
2026-08-01 02:00:00,M-103,71.90645621777051,5.807130571999918,1.7678315867706944,38.81795696962517
2026-08-01 02:10:00,M-103,70.05740773455557,5.210994328080115,1.5186977127858938,51.44314705405222
2026-08-01 02:20:00,M-104,77.62056359993007,5.34444890365871,2.0712187012083008,55.86156279538447
2026-08-01 02:30:00,M-101,76.73763231061429,5.651006275016316,1.5062192002181642,47.44654486358839
2026-08-01 02:40:00,M-104,68.13561166088195,5.902114988288919,2.1248336625374464,44.79880965410307
2026-08-01 02:50:00,M-104,,4.321778689202701,2.7829398769715703,49.08972771381871
2026-08-01 03:00:00,M-104,67.14171632729357,4.60805141182757,1.5347243293730777,48.388359431357664
2026-08-01 03:10:00,M-103,65.10190917605534,5.789249845631192,1.9004213934812721,49.70031778497876
2026-08-01 03:20:00,M-102,68.86641387705018,5.075399789904038,1.1167899231206357,30.302284297804
2026-08-01 03:30:00,M-101,76.31196736191379,4.897725644833866,1.8946726474604534,40.51626996183826
2026-08-01 03:40:00,M-102,76.76562522688043,4.635627555851978,2.2249510034210194,42.083389261942024
2026-08-01 03:50:00,M-104,74.56542710048646,4.950242484305151,2.2522237309750435,49.05607339958094
2026-08-01 04:00:00,M-104,75.62547893423998,4.568933822459279,2.027077305599434,49.301145185355864
2026-08-01 04:10:00,M-102,74.5808914355748,6.140992422729615,2.3112421986656413,52.453263420788254
2026-08-01 04:20:00,M-102,68.79259202388523,5.189903776608742,2.891119087579977,49.80307224447306
2026-08-01 04:30:00,M-102,74.1596127233697,5.173922256206778,2.5993066406031597,38.89485450728865
2026-08-01 04:40:00,M-104,76.0020476261384,5.464634503825525,1.817117674706627,58.12903232309542
2026-08-01 04:50:00,M-104,75.77145664906787,5.6330553261699565,1.4921136047366415,56.903428123956566
2026-08-01 05:00:00,M-101,77.94456685737322,5.6256496704495875,1.8578470041991688,39.19261896981152
2026-08-01 05:10:00,M-101,75.54151923600531,5.683129874758407,1.668556032033928,50.32893706061928
2026-08-01 05:20:00,M-104,73.75724103770791,4.916119502144115,2.1579716417526216,43.83202930329889
2026-08-01 05:30:00,M-102,77.35075119158213,5.065959937769413,1.5865822611996756,48.97204792440384
2026-08-01 05:40:00,M-102,71.8673937037547,5.546064244949024,1.9745121485933803,55.37317195749309
2026-08-01 05:50:00,M-101,67.5906267438614,4.962674922262171,2.2933049190877086,62.91072986424671
2026-08-01 06:00:00,M-104,71.18466518028119,5.197702015587749,1.964756444513988,53.258943935998275
2026-08-01 06:10:00,M-101,68.27548677596775,5.379443693991167,1.6687901620382712,50.064543145770955
2026-08-01 06:20:00,M-101,68.62410862512809,5.55333328703967,2.411184920154992,45.62125182184192
2026-08-01 06:30:00,M-103,71.2774066464224,4.40004356693341,1.3423566693361604,49.27494409707823
